sogn_idx,sogn,kommune,kommune_idx,landsdel,landsdel_idx,region,region_idx,land,land_idx
736,7399,Halsnæs,32,Østsjælland,5,Sjælland,2,Danmark,1
737,8110,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
738,9324,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
739,8029,Favrskov,17,Vestjylland,9,Midtjylland,4,Danmark,1
740,8225,Syddjurs,86,Vestjylland,9,Midtjylland,4,Danmark,1
741,8734,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
742,7685,Svendborg,85,Østjylland,10,Midtjylland,4,Danmark,1
743,7136,Herlev,35,Bornholm,4,Hovedstaden,1,Danmark,1
744,7905,Vejle,94,Nordjylland,11,Nordjylland,5,Danmark,1
745,8877,Varde,92,Nordjylland,11,Nordjylland,5,Danmark,1
746,8271,Vesthimmerlands,95,Fyn,7,Syddanmark,3,Danmark,1
747,9033,Tønder,90,Nordjylland,11,Nordjylland,5,Danmark,1
748,8724,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
749,8642,Thisted,88,Fyn,7,Syddanmark,3,Danmark,1
750,9118,Assens,6,Østjylland,10,Midtjylland,4,Danmark,1
751,7067,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
752,7901,Hedensted,33,Vestjylland,9,Midtjylland,4,Danmark,1
753,7503,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
754,7887,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
755,7499,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
756,8143,Favrskov,17,Vestjylland,9,Midtjylland,4,Danmark,1
757,8177,Syddjurs,86,Vestjylland,9,Midtjylland,4,Danmark,1
758,8093,Odder,66,Vestjylland,9,Midtjylland,4,Danmark,1
759,8915,Varde,92,Nordjylland,11,Nordjylland,5,Danmark,1
760,7160,Roskilde,73,Byen København,1,Hovedstaden,1,Danmark,1
761,7853,Nordfyns,63,Østjylland,10,Midtjylland,4,Danmark,1
762,7732,Nyborg,64,Østjylland,10,Midtjylland,4,Danmark,1
763,8600,Silkeborg,77,Vestjylland,9,Midtjylland,4,Danmark,1
764,9091,Herning,36,Sydjylland,8,Syddanmark,3,Danmark,1
765,7453,Frederikssund,23,Østsjælland,5,Sjælland,2,Danmark,1
766,8626,Favrskov,17,Vestjylland,9,Midtjylland,4,Danmark,1
767,9158,Aarhus,3,Vestjylland,9,Midtjylland,4,Danmark,1
768,8986,Haderslev,31,Nordjylland,11,Nordjylland,5,Danmark,1
769,8319,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
770,7800,Kerteminde,49,Østjylland,10,Midtjylland,4,Danmark,1
771,7749,Faaborg-Midtfyn,15,Østjylland,10,Midtjylland,4,Danmark,1
772,7810,Middelfart,60,Østjylland,10,Midtjylland,4,Danmark,1
773,8383,Aalborg,2,Fyn,7,Syddanmark,3,Danmark,1
774,7430,Gribskov,29,Østsjælland,5,Sjælland,2,Danmark,1
775,7352,Slagelse,80,Københavns omegn,2,Hovedstaden,1,Danmark,1
776,8892,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
777,8075,Skanderborg,78,Vestjylland,9,Midtjylland,4,Danmark,1
778,8524,Mariagerfjord,59,Fyn,7,Syddanmark,3,Danmark,1
779,7305,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
780,8887,Esbjerg,14,Nordjylland,11,Nordjylland,5,Danmark,1
781,9186,Halsnæs,32,Østsjælland,5,Sjælland,2,Danmark,1
782,8094,Odder,66,Vestjylland,9,Midtjylland,4,Danmark,1
783,7122,Lyngby-Taarbæk,57,Bornholm,4,Hovedstaden,1,Danmark,1
784,7504,Næstved,65,Københavns omegn,2,Hovedstaden,1,Danmark,1
785,7231,Kalundborg,48,Københavns omegn,2,Hovedstaden,1,Danmark,1
786,7089,København,51,Nordsjælland,3,Hovedstaden,1,Danmark,1
787,7530,Faxe,18,Københavns omegn,2,Hovedstaden,1,Danmark,1
788,7142,Hvidovre,42,Bornholm,4,Hovedstaden,1,Danmark,1
789,8210,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
790,8513,Randers,69,Vestjylland,9,Midtjylland,4,Danmark,1
791,8314,Mariagerfjord,59,Fyn,7,Syddanmark,3,Danmark,1
792,9199,Skive,79,Sydjylland,8,Syddanmark,3,Danmark,1
793,7428,Gribskov,29,Østsjælland,5,Sjælland,2,Danmark,1
794,7866,Nordfyns,63,Østjylland,10,Midtjylland,4,Danmark,1
